,name_player,id_player,championName,championId,kda,kills,deaths,assists,goldEarned,goldSpent,visionScore,win
150,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Draven,119,2.3,18,10,5,17536,15050,19,True
151,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,KogMaw,96,2.4444444444444446,13,9,9,15580,15630,15,False
152,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,MissFortune,21,2.0,8,8,8,10270,9775,17,False
153,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Ezreal,81,3.3333333333333335,10,6,10,12442,12370,14,True
154,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Diana,131,3.6,13,5,5,14131,12150,31,True
155,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Jinx,222,5.5,7,2,4,9931,8800,16,True
156,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Kaisa,145,2.0,0,0,2,3293,2950,1,True
157,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,TwistedFate,4,3.2222222222222223,5,9,24,14163,12900,27,True
158,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Ryze,13,3.6666666666666665,9,6,13,14068,13800,36,True
159,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Veigar,45,2.4,9,5,3,13006,12675,21,False
160,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Fizz,105,1.5,7,14,14,14368,14385,36,False
161,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Zeri,221,2.1666666666666665,6,6,7,10636,9575,6,False
162,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Zeri,221,3.090909090909091,13,11,21,20532,17675,34,True
163,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Zeri,221,1.0,3,5,2,6137,5600,7,False
164,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Zeri,221,5.25,8,4,13,11933,9425,21,True
165,S0nri,6o3p_HaTRj1JNa_yRm9KPzWH9URdmauewe2tqmGEFXi9,Zeri,221,1.8461538461538463,8,13,16,14813,14250,16,False
